time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010460750000	-21.5213	-8.51572	4.96986	2.71694	-0.514118	radar	1.69795	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460850000	-21.9717	-8.09387	5.03736	2.57433	-0.660684	radar	3.5172	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460950000	-22.3801	-7.86314	5.00091	2.56536	-0.53005	radar	1.98752	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461050000	-22.7297	-7.73874	4.89694	2.53741	-0.527049	radar	2.10305	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461150000	-23.1047	-7.55243	4.83526	2.4678	-0.624238	radar	3.94053	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461250000	-23.4983	-7.24704	4.84603	2.45378	-0.491154	radar	1.83565	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461350000	-23.8916	-6.88336	4.88744	2.40934	-0.462489	radar	0.386823	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461450000	-24.2544	-6.44794	4.94221	2.33307	-0.510653	radar	0.767482	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461550000	-24.5778	-6.21697	4.86947	2.27634	-0.583286	radar	4.57788	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461650000	-24.851	-5.85685	4.84332	2.21182	-0.600875	radar	0.599877	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461750000	-25.1156	-5.40278	4.86856	2.15049	-0.577889	radar	1.31746	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461850000	-25.4015	-5.07481	4.82695	2.1371	-0.485063	radar	1.53618	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461950000	-25.606	-4.94301	4.63517	2.14259	-0.401463	radar	6.84876	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462050000	-25.847	-4.52831	4.64774	2.10169	-0.396493	radar	0.0622177	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462150000	-26.1018	-4.15636	4.63536	2.01488	-0.567508	radar	11.3634	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462250000	-26.28	-3.72156	4.6522	1.91181	-0.704031	radar	2.87809	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462350000	-26.3943	-3.22233	4.6908	1.81234	-0.766622	radar	0.6289	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462450000	-26.4956	-2.86891	4.61326	1.75891	-0.726124	radar	0.814344	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462550000	-26.6004	-2.33689	4.66144	1.71773	-0.625244	radar	1.62912	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462650000	-26.6499	-1.80226	4.70076	1.67922	-0.531303	radar	2.74473	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462750000	-26.6512	-1.4517	4.61265	1.60366	-0.605779	radar	1.62874	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462850000	-26.7118	-1.08543	4.5538	1.56668	-0.574738	radar	3.95983	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462950000	-26.7087	-0.544823	4.62679	1.49133	-0.628457	radar	1.84585	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463050000	-26.6802	-0.0827755	4.63578	1.42736	-0.643981	radar	1.94445	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463150000	-26.6448	0.36792	4.62128	1.39912	-0.552679	radar	2.22834	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463250000	-26.5347	1.14844	4.84246	1.38191	-0.410536	radar	8.77095	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463350000	-26.4643	1.26605	4.58408	1.35451	-0.384894	radar	6.46639	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463450000	-26.3425	1.72319	4.59676	1.29789	-0.435217	radar	0.293341	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463550000	-26.2093	2.18519	4.60584	1.27057	-0.383739	radar	0.510844	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463650000	-26.0516	2.66771	4.65432	1.18907	-0.516694	radar	3.15334	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463750000	-25.8926	3.18981	4.72284	1.14418	-0.515545	radar	2.03966	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463850000	-25.6755	3.53988	4.6729	1.08194	-0.53633	radar	0.617714	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463950000	-25.4422	3.91871	4.65056	1.03051	-0.524033	radar	0.226278	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464050000	-25.1246	4.32184	4.65428	0.987356	-0.460362	radar	9.18398	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464150000	-24.8117	4.7459	4.69249	0.93684	-0.456922	radar	2.16661	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464250000	-24.4941	5.12079	4.71963	0.857095	-0.54769	radar	0.921791	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464350000	-24.2081	5.35339	4.6443	0.779347	-0.608489	radar	1.83798	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464450000	-23.8761	5.80557	4.67684	0.789248	-0.424999	radar	4.94044	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464550000	-23.5653	6.20734	4.71442	0.775917	-0.369783	radar	1.28022	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464650000	-23.194	6.40163	4.63665	0.712804	-0.395081	radar	4.61608	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464750000	-22.7806	6.69179	4.67319	0.638185	-0.474328	radar	2.10396	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464850000	-22.3198	7.08272	4.8308	0.552786	-0.599915	radar	3.7761	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464950000	-21.879	7.63218	4.98943	0.582648	-0.43265	radar	7.96726	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465050000	-21.5035	7.89709	4.96182	0.558722	-0.392872	radar	1.36622	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465150000	-21.0225	8.40107	5.12196	0.593652	-0.254326	radar	4.28277	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465250000	-20.5046	8.73675	5.20962	0.519018	-0.38645	radar	4.28296	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465350000	-20.0844	8.99853	5.17828	0.51843	-0.288279	radar	1.16818	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465450000	-19.6836	9.19469	5.10705	0.510336	-0.219432	radar	1.14421	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465550000	-19.1376	9.54925	5.23997	0.465892	-0.302799	radar	3.27181	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465650000	-18.7476	9.621	5.11239	0.403163	-0.359865	radar	2.72546	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465750000	-18.2746	9.60111	5.03827	0.285151	-0.523899	radar	7.6302	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465850000	-17.7464	9.79656	5.05362	0.27086	-0.421154	radar	3.44856	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465950000	-17.2357	9.97403	5.09424	0.237234	-0.413437	radar	0.237951	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466050000	-16.7251	10.1013	5.10541	0.205826	-0.389104	radar	0.218689	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466150000	-16.1936	10.2741	5.15918	0.186421	-0.363221	radar	0.477113	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466250000	-15.6911	10.3989	5.15421	0.180909	-0.293848	radar	0.487391	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466350000	-15.0494	10.5418	5.30882	0.11444	-0.407532	radar	6.44191	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466450000	-14.6115	10.4866	5.14021	0.111932	-0.252698	radar	7.7295	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466550000	-14.0771	10.5465	5.16149	0.0880964	-0.249851	radar	0.335002	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466650000	-13.5323	10.6857	5.18709	0.126264	-0.115127	radar	1.91062	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466750000	-13.0075	10.7408	5.20099	0.0969149	-0.160447	radar	0.237236	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466850000	-12.4321	10.8953	5.27935	0.114461	-0.11439	radar	1.05954	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466950000	-11.9129	10.9594	5.27364	0.114213	-0.0854132	radar	0.0904832	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467050000	-11.3355	11.022	5.32351	0.0968038	-0.10964	radar	1.41806	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467150000	-10.9204	10.8488	5.19066	-0.0421109	-0.383645	radar	9.08058	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467250000	-10.4452	10.8136	5.13951	-0.0710767	-0.353812	radar	0.568266	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467350000	-9.92293	10.9028	5.10794	-0.00721043	-0.120617	radar	6.92854	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467450000	-9.56856	10.7792	4.93177	-0.0400397	-0.123284	radar	3.9519	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467550000	-9.12523	10.7043	4.86231	-0.0512061	-0.0922765	radar	1.31722	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467650000	-8.71608	10.5781	4.76023	-0.078408	-0.0907517	radar	2.95504	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467750000	-8.15215	10.6606	4.86316	-0.0401169	-0.0200043	radar	2.64435	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467850000	-7.58962	10.6896	4.94103	-0.012461	0.0365967	radar	1.38608	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467950000	-7.1175	10.7493	4.93051	0.034159	0.126309	radar	2.47276	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
