time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452000000	6.3899	19.9927	5.10338	3.54051	0.35651	lidar	0.0368659	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452100000	5.90235	19.8109	5.12457	3.55669	0.325167	lidar	0.155667	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452200000	5.52079	19.5709	5.01339	3.62455	0.383523	lidar	1.89977	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452300000	5.10387	19.373	4.95016	3.64408	0.354981	lidar	0.579173	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452400000	4.75733	19.0488	4.88854	3.74788	0.465239	lidar	1.71596	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452500000	4.39359	18.7846	4.82518	3.79154	0.462635	lidar	0.504896	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452600000	4.10253	18.4636	4.72465	3.87966	0.532455	lidar	1.73751	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452700000	3.65334	18.1751	4.8362	3.86978	0.428395	lidar	2.61377	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452800000	3.24604	17.8237	4.93521	3.90162	0.407877	lidar	1.26742	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452900000	2.88422	17.6066	4.8031	3.87337	0.302685	lidar	3.25847	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010453000000	2.55875	17.2029	4.86347	3.95324	0.379451	lidar	1.02256	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453100000	2.24152	16.8389	4.86024	3.99841	0.390873	lidar	0.0144953	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453200000	1.94843	16.3341	5.00863	4.10548	0.49402	lidar	3.78894	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453300000	1.56875	15.9998	5.01506	4.06802	0.356868	lidar	1.86031	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453400000	1.25402	15.5432	5.10986	4.11351	0.369716	lidar	1.13913	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453500000	0.881011	15.1012	5.22848	4.10839	0.300004	lidar	2.23573	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453600000	0.649436	14.6681	5.17232	4.16808	0.348335	lidar	0.626603	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453700000	0.334327	14.2281	5.21779	4.1717	0.29761	lidar	0.515798	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453800000	0.246358	13.7131	5.15785	4.31464	0.479732	lidar	3.76038	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453900000	-0.0537158	13.2715	5.19318	4.28965	0.361701	lidar	1.54534	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010454000000	-0.133171	12.8174	5.06712	4.38964	0.467779	lidar	3.08965	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454100000	-0.370698	12.3572	5.091	4.37951	0.375658	lidar	0.922553	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454200000	-0.562365	11.9301	5.02359	4.38388	0.324289	lidar	0.837225	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454300000	-0.919085	11.4638	5.12335	4.29303	0.124796	lidar	5.29062	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454400000	-1.24811	11.0284	5.14717	4.22478	-0.00443227	lidar	1.75994	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454500000	-1.48102	10.5259	5.22162	4.2414	0.0234906	lidar	0.741583	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454600000	-1.68591	10.1125	5.12136	4.24761	0.0287295	lidar	1.26213	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454700000	-1.83842	9.66174	5.05753	4.29167	0.0941527	lidar	0.967734	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454800000	-1.96528	9.05345	5.23262	4.3839	0.22611	lidar	5.54725	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454900000	-2.14877	8.55624	5.25024	4.39482	0.207098	lidar	0.072864	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010455000000	-2.27234	8.08259	5.18971	4.43049	0.232224	lidar	0.50975	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455100000	-2.49738	7.60085	5.21163	4.39888	0.143813	lidar	0.82505	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455200000	-2.71846	7.10115	5.25441	4.37589	0.0832821	lidar	0.585799	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455300000	-2.8381	6.67994	5.10714	4.39981	0.109004	lidar	2.77804	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455400000	-2.95254	6.20106	5.07695	4.43285	0.144656	lidar	0.244992	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455500000	-3.11987	5.66248	5.17797	4.43815	0.129233	lidar	1.30075	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455600000	-3.33364	5.15577	5.23129	4.40617	0.0566755	lidar	0.883809	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455700000	-3.5772	4.62751	5.32613	4.36477	-0.0192638	lidar	1.70995	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455800000	-3.86706	4.11763	5.40214	4.30075	-0.118851	lidar	1.72719	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455900000	-3.99873	3.65253	5.30843	4.33314	-0.048745	lidar	1.62943	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010456000000	-4.17897	3.17743	5.27355	4.33443	-0.0391398	lidar	0.163019	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456100000	-4.34219	2.64239	5.3299	4.35909	0.00729431	lidar	0.60932	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456200000	-4.56195	2.13336	5.37018	4.34134	-0.0225569	lidar	0.290291	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456300000	-4.80128	1.61058	5.43783	4.31875	-0.0554504	lidar	0.674774	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456400000	-4.86456	1.14411	5.29198	4.38866	0.0664732	lidar	4.10428	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456500000	-4.96113	0.690282	5.17537	4.42537	0.115661	lidar	1.92098	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456600000	-5.11632	0.215571	5.14915	4.42584	0.0979663	lidar	0.120847	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456700000	-5.28096	-0.255021	5.1251	4.41841	0.0703623	lidar	0.153518	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456800000	-5.6383	-0.630136	5.0466	4.27811	-0.166783	lidar	6.52297	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456900000	-5.85372	-1.14047	5.13791	4.27372	-0.145962	lidar	1.07822	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010457000000	-6.16928	-1.55942	5.13136	4.19335	-0.251668	lidar	1.1168	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457100000	-6.37931	-2.05093	5.1754	4.2101	-0.183461	lidar	0.67741	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457200000	-6.70657	-2.46977	5.18725	4.14085	-0.264711	lidar	0.677031	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457300000	-6.89241	-2.98364	5.22787	4.19438	-0.135761	lidar	1.82808	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457400000	-7.15322	-3.37924	5.14616	4.16398	-0.163773	lidar	0.912121	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457500000	-7.47896	-3.69893	5.02456	4.08168	-0.270663	lidar	3.02398	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457600000	-7.80534	-4.15903	5.13586	4.06127	-0.257989	lidar	1.56509	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457700000	-8.14344	-4.63563	5.26297	4.05004	-0.23203	lidar	2.08634	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457800000	-8.40896	-5.07892	5.24668	4.07058	-0.16204	lidar	0.513397	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457900000	-8.8017	-5.48557	5.31388	4.01246	-0.228504	lidar	0.985861	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010458000000	-9.1084	-5.86637	5.24548	4.00094	-0.211361	lidar	0.611326	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458100000	-9.43515	-6.11207	5.03149	3.93139	-0.292538	lidar	6.39127	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458200000	-9.71816	-6.51391	5.01107	3.95832	-0.202787	lidar	0.886878	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458300000	-10.1299	-6.84459	5.05175	3.8946	-0.271818	lidar	0.697397	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458400000	-10.5916	-7.20087	5.18244	3.83428	-0.322497	lidar	2.4026	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458500000	-11.0757	-7.52055	5.28227	3.76511	-0.379347	lidar	1.58317	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458600000	-11.3687	-7.80115	5.07672	3.77464	-0.309271	lidar	5.85366	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458700000	-11.7136	-8.00612	4.8926	3.72656	-0.341286	lidar	4.34059	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458800000	-12.1276	-8.1976	4.82646	3.65512	-0.402343	lidar	0.930366	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458900000	-12.5202	-8.36714	4.728	3.59454	-0.437478	lidar	1.33774	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010459000000	-13.0562	-8.57245	4.8982	3.52013	-0.480737	lidar	3.8533	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459100000	-13.483	-8.6791	4.8038	3.44427	-0.528221	lidar	1.33022	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459200000	-13.9482	-8.88694	4.86239	3.43729	-0.453478	lidar	0.973053	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459300000	-14.4083	-9.09301	4.89622	3.44001	-0.376538	lidar	0.725712	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459400000	-14.9443	-9.13379	4.95828	3.33013	-0.488489	lidar	1.70244	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459500000	-15.4864	-9.36618	5.11629	3.36707	-0.348289	lidar	5.07639	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459600000	-16.0096	-9.52614	5.1799	3.36252	-0.298884	lidar	0.752243	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459700000	-16.4981	-9.51212	5.10858	3.26126	-0.413294	lidar	1.95253	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459800000	-17.0412	-9.49609	5.15227	3.17454	-0.484244	lidar	0.73359	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459900000	-17.5497	-9.53609	5.1514	3.14873	-0.448217	lidar	0.130042	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010460000000	-18.0375	-9.47913	5.10368	3.07409	-0.497579	lidar	0.52242	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460100000	-18.4654	-9.51732	4.96922	3.07838	-0.416034	lidar	2.97667	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460200000	-18.9573	-9.49448	4.96641	3.04867	-0.3971	lidar	0.0374684	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460300000	-19.4013	-9.27706	4.9051	2.90404	-0.5663	lidar	3.38466	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460400000	-19.8682	-9.06284	4.91954	2.79215	-0.653813	lidar	0.809468	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460500000	-20.3023	-9.20252	4.75601	2.92804	-0.341384	lidar	13.5664	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460600000	-20.7252	-9.0084	4.72838	2.83363	-0.43747	lidar	1.04285	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460700000	-21.1246	-8.84707	4.65646	2.77649	-0.460447	lidar	0.703314	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460800000	-21.5478	-8.7588	4.59923	2.78454	-0.377131	lidar	1.10779	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460900000	-21.9742	-8.58221	4.60554	2.74162	-0.385132	lidar	0.0113146	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010461000000	-22.4501	-8.38746	4.70269	2.71155	-0.369734	lidar	1.20089	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461100000	-22.8765	-7.96573	4.85992	2.53982	-0.57612	lidar	7.23337	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461200000	-23.3279	-7.64669	4.98006	2.48091	-0.573411	lidar	1.81571	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
